0,0.327619159
1,0.856910543
2,0.434541183
3,0.978929492
4,0.066146621
5,0.206313343
6,0.603714595
7,0.94738569
8,0.164541077
9,0.494205804
10,0.99983433
11,0.000520468
12,0.001635097
13,0.005136788
14,0.016136994
15,0.050674149
16,0.15852594
17,0.477690437
18,0.997544872
19,0.007712935
20,0.024228528
21,0.076042689
22,0.236629303
23,0.67678956
24,0.849689183
25,0.454860317
26,0.989961731
27,0.031530925
28,0.098895403
29,0.30571479
30,0.819438873
31,0.537314372
32,0.993136832
33,0.021559607
34,0.067679727
35,0.211023708
36,0.615445076
37,0.934948871
38,0.20294458
39,0.595243947
40,0.955567387
41,0.139136293
42,0.423322556
43,0.971126203
44,0.090585362
45,0.280756582
46,0.772026141
47,0.656523811
48,0.881515442
49,0.363693824
50,0.90970697
51,0.279875015
52,0.770262897
53,0.660692111
54,0.875257118
55,0.381937035
56,0.931999432
57,0.212008853
58,0.617881481
59,0.932205937
60,0.211374803
61,0.616314063
62,0.933976831
63,0.205933835
64,0.602763697
65,0.94833769
66,0.161590313
67,0.486125772
68,0.99905023
69,0.002983787
70,0.009373707
71,0.029444114
72,0.092369554
73,0.286131903
74,0.782648818
75,0.630990161
76,0.916514786
77,0.259279905
78,0.72741815
79,0.755450317
80,0.694896158
81,0.818337257
82,0.540229947
83,0.992023902
84,0.025055029
85,0.07863144
86,0.244523219
87,0.69483637
88,0.818445195
89,0.539944559
90,0.992136516
91,0.024701351
92,0.07752372
93,0.241147382
94,0.687170298
95,0.83204462
96,0.503502094
97,0.999939477
98,0.000190139
99,0.000597339
100,0.001876594
101,0.005895461
102,0.018520077
103,0.058149717
104,0.181668306
105,0.540244653
106,0.992018077
107,0.025073323
108,0.078688733
109,0.244697742
110,0.695230571
111,0.817732992
112,0.541826472
113,0.991379207
114,0.02707971
115,0.084970836
116,0.263784675
117,0.737056111
118,0.735268395
119,0.739063356
120,0.730979786
121,0.748071944
122,0.711376847
123,0.787496503
124,0.619102576
125,0.930810657
126,0.215657115
127,0.626852435
128,0.921636838
129,0.243705898
130,0.692987482
131,0.821768818
132,0.531126694
133,0.995222622
134,0.015008014
135,0.047131598
136,0.147527829
137,0.447056828
138,0.986199709
139,0.043341311
140,0.135740405
141,0.413633213
